,City of Folsom,City of Redding,City of Roseville,City of West Sacramento,Yuba City,El Dorado Irrigation District,Napa County Flood Control & Water Conservation District,Placer County Water Agency,Sacramento County Water Agency,San Juan Water District,Shasta Contractors,Solano County Water Agency,City of Avenal,City of Coalinga,City of Fresno,City of Huron,City of Lindsay,City of Orange Cove,City of Tracy,Kern County Water Agency,Other Friant-Kern M&I Contractors,Stockton-East Water District,"Alameda County Flood Control and Water Conservation District, Zone 7",Alameda County Water District,Contra Costa Water District,East Bay Municipal Utilities District,"San Benito County Water District, Zone 6",Santa Clara Valley Water District,San Luis Obispo County Flood Control & Water Conservation District,Santa Barbara County Flood Control & Water Conservation District,Antelope Valley-East Kern Water Agency,Santa Clarita Valley Water Agency,Coachella Valley Water District,Crestline-Lake Arrowhead Water Agency,Desert Water Agency,Metropolitan Water District of Southern California,Mojave Water Agency,Palmdale Water District & Littlerock Creek Irrigation District,San Bernardino Valley Municipal Water District,San Gabriel Valley Municipal Water District,San Gorgonio Pass Water Agency,Ventura County Watershed Protection District
1936,20840.764290078623,17687.274392869243,40843.459166025335,14947.155299810458,14647.079232577289,8410.885247295493,37012.79893852758,0.0,37994.736177664556,50799.29206757947,0.0,42634.86911632458,3181.767979340453,9242.278416179412,0.0,2727.2296965775313,2638.8347470104595,1477.7474583258572,15936.750826876296,79260.5964977677,3088.4921879010417,0.0,41180.29189352019,18614.84323604974,0.0,217887.954968525,7586.093908112477,166477.2833054457,10221.331539430212,26042.422049837656,72316.85377924399,37812.64899109738,71987.90266478593,2528.2926651244993,29011.453590225126,1059377.1703888108,37720.3028989265,11418.784022310821,56989.25562025126,16993.951195252037,9351.348170612255,9815.301161506202
1937,20885.57282984197,17315.42117749763,40903.87150335385,14972.17907673069,14678.906168976519,8706.329833741955,36641.54933208335,0.0,33576.715177196194,50864.608982481106,0.0,42489.1411299593,2834.7933963840796,8234.39986568709,0.0,2429.8229111863543,2660.257442738609,1489.744167933621,13409.026263900003,78691.21312097601,3113.565310981268,0.0,47251.52640862361,24789.803787531433,0.0,218331.7295763742,6601.881029617318,154065.59328968544,14751.739926830447,26624.2869388083,85035.84217712827,48564.48895869499,81177.39242606127,3415.4408168403834,32709.762404304984,1120565.2239259388,52858.40308746706,13880.667447180034,60147.10218940138,16863.63549710649,10152.209151092835,9734.171060168092
1938,20885.57282984197,17716.52366475107,40903.87150335385,14972.17907673069,14678.906168975658,8767.079565580874,37240.58675057133,0.0,38080.781156471305,50864.608982481106,0.0,44261.69779825569,3401.0153936572874,9879.139953004502,0.0,2915.156051706246,2591.262154113976,1451.1068063038265,19463.238418687135,134104.75763370714,3032.8132251749976,0.0,71919.84939631587,38098.12353186675,0.0,218331.7295763742,8101.707889514076,219730.6735390831,18861.20464638503,39708.16244930392,120765.88065820164,45428.90303159527,92860.58092215721,3799.8448116797945,37417.1714018292,2003973.7475718665,65558.81887998457,24973.04176146777,100126.1691647487,34099.05760357358,13955.357557893069,16745.98847825949
1939,20885.57282984197,17626.326360484927,40903.87150335385,14972.17907673069,14678.906168975662,8767.079565580876,30367.92926155315,0.0,35859.23493641404,50864.608982481106,0.0,44421.76712532441,2821.895401118868,8196.934260392904,0.0,2418.7674866733155,2569.076826184425,1438.6830226632778,13889.060564305088,76437.31681214792,3006.847517366251,0.0,45017.401454046645,24597.192562281576,0.0,204731.6125298889,6659.88518564307,162622.76535660736,21346.739731617585,35235.32220249643,133305.80165324497,79537.60281959805,88065.08834959402,4580.280295106375,35003.59847913921,1071589.9391655023,75926.57796567223,10970.198653974776,38527.60041484432,10319.048871180295,10367.361125639003,661.7820611616704
1940,20840.764290078616,17713.96985033931,40843.459166025335,14947.155299810458,14647.079232576863,8760.524611618477,32285.154155002187,0.0,38205.90123760745,50799.29206757945,0.0,26667.345984150965,2877.7228374244705,8359.099670613938,0.0,2466.6195749352605,2618.9171586475504,1466.593608842628,14148.522265965421,73175.08686681121,3065.1806424810934,0.0,37958.23346949279,17173.916245727592,0.0,215146.47539237098,6827.412056288301,151094.45874763853,9428.606766559376,24016.185112990952,66535.57054147452,34875.11918351055,66395.649746152,2323.0443946181354,26757.817239573655,976698.38168547,34683.8665822871,10508.555125798484,52495.51959268922,15622.67495696865,8603.244435244038,9052.871027469133
1941,20885.57282984197,17749.505984901254,40903.87150335385,14972.17907673069,14678.906168975662,8767.079565580876,37938.03008926467,0.0,38526.79187840037,50864.608982481106,0.0,48172.91046101428,3398.855703917772,9872.866568523054,0.0,2913.304889072376,2663.501185659971,1491.5606639695836,19337.201786960868,122170.52683837192,3117.36178769643,0.0,65525.11792821362,32715.426343916806,0.0,218331.72957637423,8097.329278976143,192526.53313763422,16664.87036066834,32544.61751636281,86289.73857037965,41604.85644414049,71791.0494917344,3479.537485301858,28926.54953905389,1619758.850617473,60018.48726508555,23379.610412222228,87366.5470074084,26133.686117859143,12720.894981142157,15247.792900710372
1942,20885.57282984197,17749.505984901254,40903.871503353854,14972.17907673069,14678.906168975658,8767.079565580876,37938.03008926467,0.0,38526.79187840037,50864.608982481106,0.0,48172.91046101428,3461.1848579673137,10053.917920762196,0.0,2966.7298782576972,2705.7762985211875,1515.234727171865,19900.888956830568,96935.82816705617,3166.8405797891983,0.0,62577.31050390018,33601.47195412292,0.0,218331.72957637423,8223.697026753394,199912.82102745512,21660.87597134043,37897.91870732597,130809.18773102254,79058.94058384097,130876.69732169603,5233.449578896943,52737.58121199913,1448109.6295501827,77433.1996220024,15703.027053827418,77292.87047538749,20734.4083971843,14188.460268307712,12034.360138813408
1943,20885.57282984197,17749.505984901254,40903.87150335385,14972.17907673069,14678.906168975947,8767.079565580876,36680.00540654441,0.0,38526.79187840037,50864.608982481106,0.0,48172.91046101428,3461.1848579673137,10053.917920762196,0.0,2966.7298782576972,2670.427015140715,1495.4391284788003,19890.764669010423,112521.14895985942,3125.467778520693,0.0,65299.73527452269,35045.839076630924,0.0,218331.72957637423,8223.697026753394,196445.43954872995,18865.320982106103,34132.638427451915,101767.96240967911,54902.177819627,91974.4025977306,4127.151020756686,37053.63083671109,1557004.000923212,66837.46106146801,21129.12946560569,83434.80722304537,24070.80918760289,13165.574206916388,14062.095338092533
1944,20840.764290078623,17362.84472933162,40843.459166025335,14947.155299810458,14647.079232576865,8760.5246116185,32363.267052556446,0.0,34070.56167405096,50799.29206757945,0.0,43491.29854581668,2687.841409240441,7807.539331603186,0.0,2303.864065063235,2688.9812592001545,1505.8295051520863,13026.706832256434,32668.563094318546,3147.183665767861,0.0,29954.651593970037,18979.184302946473,0.0,217887.954968525,6359.596310991242,131998.9575911168,14575.586498517761,19772.723233497374,85648.93407145841,59817.49570258604,92080.52986042402,3622.862210300863,37120.04937660245,606210.8491060099,52957.900107618596,5426.443678394418,32517.419658504703,6986.428639068516,7492.510760267553,4047.3397944984094
1945,20885.57282984197,17716.52366475107,40903.871503353854,14972.17907673069,14678.906168975658,8767.079565580876,30029.843982400926,0.0,38080.781156471305,50864.608982481106,0.0,22866.016715394286,3244.5407928814484,9424.618493608017,0.0,2781.034965326956,2664.728547846432,1492.2479867940017,16338.38498104482,95420.22383048621,3118.7982923994637,0.0,50166.57287239124,23305.09423117199,0.0,218331.72957637423,7700.086896539613,174631.73819601658,11996.214026229716,28212.160705870465,74967.06830204591,35370.130571304806,68488.35218875883,2759.540799643681,27603.73956407319,1271289.4967503527,42330.62296770482,15533.55255385275,67905.32820505796,20449.98405197769,10480.074641122354,11857.95185459296
1946,20885.57282984197,17749.505984901254,40903.87150335385,14972.17907673069,14678.906168975662,8767.079565580876,33521.424565210255,0.0,38526.79187840037,50864.608982481106,0.0,40465.244787252006,3450.388406321154,10022.556799313828,0.0,2957.4757768467034,2668.4106344058155,1494.3099552672566,17989.56882549379,83867.18913000022,3123.1078065085667,0.0,52819.50552489116,28052.079858932695,0.0,218331.72957637423,8201.808005555778,186726.966208006,17750.44396552208,31807.059257486537,107108.35601363919,63859.11510525631,106383.08005225763,4264.006063813748,42862.81454974035,1233733.4666374293,63493.84619173277,13701.871861609949,65940.84716626273,17944.22167008463,11870.471037924737,10371.826811909657
1947,20885.57282984197,17730.70205200019,40903.87150335385,14972.17907673069,14678.906168975658,8767.079565580876,29290.871504807154,0.0,38265.46653169805,50864.608982481106,0.0,39915.43340231457,2750.9941256366237,7990.98293637305,0.0,2357.994964831392,2664.9285526448425,1492.3599894811118,13281.159685352655,85051.63172704053,3119.032378015524,0.0,39132.729243596434,19283.53458526904,0.0,204731.6125298889,6497.230250206097,144196.55421660157,15420.847942944318,28739.28064892585,90184.8595268136,43078.656744676024,67199.1348682087,2694.8773250050385,11423.006184639395,1024280.4600214849,55237.093574947954,14678.902611275198,42401.329220893414,15579.595054942787,8522.703017341151,525.0551575640341
1948,20840.764290078623,17680.56403619287,40843.459166025335,14947.155299810458,14647.079232576863,8760.524611618503,29709.032631157304,0.0,37857.158292791966,50799.29206757947,0.0,22795.517144528912,2522.641707745668,7327.673532023131,0.0,2162.264320924858,2065.314602756028,1156.5761775433755,10553.10230549204,63002.131355788355,2417.244211065655,0.0,33440.30775043628,16228.844869851195,0.0,215146.47539237098,5907.666726956646,130970.77823736952,9170.158968103615,20942.73784937184,60988.118008686746,36400.92905753462,59538.329242075204,2253.404679237962,23514.85089357748,847886.0564955394,36683.36511589807,10135.011442972225,45783.40056289286,13508.052025144909,7599.02622439947,7808.384422609724
1949,20885.57282984197,17730.70205200019,40903.871503353854,14972.17907673069,14678.906168975662,8767.079565580876,27884.22415114804,0.0,38265.46653169805,50864.608982481106,0.0,39915.43340231457,3070.7223105290554,8919.717187727256,0.0,2632.0476947391903,2499.7425072287124,1399.8558040480789,15155.467797917729,41700.97622508084,2925.698630460485,0.0,26910.600483187336,14514.510297922177,0.0,218331.72957637423,7257.09069531963,137117.4872156413,9109.378510431503,14474.090892705415,49235.51595793887,27859.07621845143,48408.93279893797,2018.4861170873419,19973.691814351238,609641.0425808121,31304.326290938145,7823.5282849371215,33261.272628309285,8918.046598337016,5684.585678415409,5166.354192011464
1950,20885.57282984197,17749.505984901254,40903.871503353854,14972.17907673069,14678.906168975662,8767.079565580876,31092.467819815898,0.0,38526.79187840037,50864.608982481106,0.0,22822.11749031769,2661.9463539497274,7732.320361473018,0.0,2281.6683033854806,2644.686350009583,1481.0243560053661,11839.894977925735,68787.7489524355,3095.3409040512156,0.0,39070.328359394094,19715.489068819457,0.0,218331.72957637423,6301.699757605142,141203.85589333862,11441.330499606363,22888.80519803583,69121.13319458796,39763.564908098444,64934.1434763594,2706.957964272939,25640.49602019502,958220.3709375288,42064.470168569394,11484.539351781114,50896.65114551533,14735.597180618526,8508.900866493534,8517.971893268535
1951,20885.57282984197,17749.505984901254,40903.87150335385,14972.17907673069,14678.906168975644,8767.079565580876,37241.06114774771,0.0,38526.79187840037,50864.608982481106,0.0,44261.69779825569,3362.2996238765136,9766.679859831776,0.0,2881.9711061798685,2670.3822382064395,1495.414053395606,18142.996994550955,100923.49784032369,3125.4153715968173,0.0,52943.28206524928,26122.22151365955,0.0,218331.7295763742,8023.214541861107,196460.03238371087,12852.475644258046,33839.517755827575,81473.10763397979,32699.451715621726,79103.96185974921,2663.8224337971446,32009.4107757179,1577588.9675656604,42900.292882227455,18788.522122446633,71149.93738215804,21536.66946635813,10589.420704258791,12597.65238832193
1952,20840.764290078616,17723.856033604883,40843.459166025335,14947.155299810458,14647.079232576865,8760.524611618503,37698.3788200231,0.0,38465.6461539328,50799.29206757947,0.0,47813.665307434494,3454.2523333770982,10033.780587428713,0.0,2960.7877143232267,2634.188304447429,1475.14545049056,19830.30799363718,112063.70481440316,3083.0539915252707,0.0,65041.49738778685,33652.54924607728,0.0,217887.954968525,8215.038082787303,197553.6432863415,19225.111984264193,35261.20780589966,107633.06743519074,59225.65888845665,99580.08685776289,4335.174306651674,40077.97870782446,1559942.0102372612,68995.66190636496,20516.120017829304,83800.60283670393,23950.733471003114,13534.571551195368,14004.095469682059
1953,20885.57282984197,17749.505984901254,40903.87150335385,14972.17907673069,14678.90616897571,8767.079565580876,37762.16776863456,0.0,38526.79187840037,50864.608982481106,0.0,46511.962268700176,3461.1848579673137,10053.917920762196,0.0,2966.7298782576972,2725.151087321752,1526.0846089001811,18670.892012203913,79738.90480887363,3189.516832601379,0.0,54104.44227264916,29379.806321933596,0.0,218331.72957637423,8223.697026753394,192282.2679008696,20049.424649783374,35135.29324780755,126864.76942444663,79095.16108033327,131366.438372145,5018.763143323055,52896.47383842511,1233783.885961875,71644.18667483283,11534.7082550895,65673.43392790423,17037.92429285216,12917.039090978149,9894.081672259657
1954,20885.57282984197,17749.505984901254,40903.87150335385,14972.17907673069,14678.906168975658,8767.079565580876,37687.88255421875,0.0,38526.79187840037,50864.608982481106,0.0,44800.806728743286,3003.518681584192,8724.506646506463,0.0,2574.4445842150217,2601.838268336024,1457.0294302681737,14865.613473855712,82637.93971122729,3045.191509260483,0.0,49351.47894827727,25782.04489125742,0.0,218331.72957637423,7106.234259365194,164069.57142127564,15337.63126476381,27995.614912901307,88728.55367582101,50562.7037738705,84675.69901948153,3550.4651217088813,34096.03468244785,1172637.616253036,54882.375626324545,14504.309351716234,62870.91292409957,17667.512137331047,10586.994279617687,10225.34075485617
1955,20885.57282984197,17749.505984901254,40903.871503353854,14972.17907673069,14678.906168975662,8767.079565580876,30038.899322673882,0.0,38461.98556035828,50864.608982481106,0.0,42664.59575832926,2805.037199306766,8147.965197986321,0.0,2404.3175994057997,2505.1690434714924,1402.8946643440356,13662.861263928145,32391.266451090672,2932.0498484790346,0.0,24160.610614224242,15197.864518637633,0.0,218220.6222890598,6658.137679291737,122588.19196082684,9935.139219296636,11800.345974132397,46841.79256807051,31495.48855126518,43443.13714993959,2168.5517272343886,17514.895203731274,509834.17147871223,36355.84604226292,8061.622822724872,27784.36408083404,6925.69681445803,4921.472536102231,4012.156964580993
1956,20840.764290078623,17723.856033604883,40843.459166025335,14947.155299810458,14647.079232576863,8760.5246116185,32188.20759137342,0.0,38465.6461539328,50799.29206757947,0.0,26619.342247885274,3378.467178267089,9813.642755918687,0.0,2895.829009943219,2614.7981004443345,1464.2869362488273,19363.97174380664,116045.85665713143,3060.3596967600492,0.0,58468.23404807914,28564.651723831572,0.0,217865.55822312256,8060.336936274449,202246.09276376787,12807.461999115703,35695.35560901467,80121.05401937538,29655.48591552448,74745.06242564257,2578.932195899954,29753.676036853994,1613933.8103284086,43935.863269561385,21931.17276476749,84328.41652298547,30208.632681447954,11378.152680585548,14528.997343267269
1957,20885.57282984197,17749.505984901254,40903.87150335385,14972.17907673069,14678.906168975662,8767.079565580876,35579.57592597101,0.0,38526.79187840037,50864.608982481106,0.0,44376.45745001059,2699.873975987125,7842.491073105459,0.0,2314.17769370325,2719.609171326763,1522.981135942987,13188.301517590793,65726.58609755672,3183.0305741208435,0.0,48143.793433750216,27983.162283086425,0.0,218331.72957637423,6380.602195921523,156798.77128665833,19689.62531425112,31165.64976155899,119785.59045699565,80605.38680021127,123262.3658687491,4931.743206955838,49172.87745593814,1063380.1936546199,73312.82153090078,10599.934252634968,56610.07252334366,14078.978523296382,11604.568257468374,8138.410807341037
1958,20885.57282984197,17749.505984901254,40903.871503353854,14972.17907673069,14678.906168975263,8767.079565580876,37240.58675057134,0.0,38526.79187840037,50864.608982481106,0.0,44261.6977982557,3362.9576505912078,9768.591270764937,0.0,2882.535129078178,2623.874920782798,1469.369955638367,19274.555176893467,134446.6541873279,3070.9832072841873,0.0,70272.74890786828,34403.82824767334,0.0,218331.72957637423,8024.548642150831,207749.52107268223,16616.25642323235,40801.22017161502,96682.39682744676,36443.08498290841,90005.30913120793,3312.3719223548655,36575.91060928314,1970237.6273518736,55059.86779001806,25100.104844926365,97949.30258747377,34313.60714955711,13543.61406362686,16845.368531249605
1959,20885.57282984197,17749.505984901254,40903.871503353854,14972.17907673069,14678.906168975775,8767.079565580812,34351.40640858262,0.0,38526.79187840038,50864.608982481106,0.0,44376.457450010595,3314.317420953478,9627.302984674388,0.0,2840.84350367441,2654.333220044249,1486.4266032247792,16826.98624909917,60007.35929148273,3106.631600739789,0.0,47207.22685335097,28272.017634139433,0.0,206319.2900702633,7868.138319757715,176865.67917473774,20464.026515640347,30717.67683050013,123094.41428429724,83592.26271063412,127476.14927321521,5127.724863220263,50914.97885096076,1015793.640058488,75518.68223284377,9687.888698318064,53837.37168858496,12848.904186860618,11489.30842494515,7427.361333338589
1960,20840.764290078623,17705.05210070382,40843.459166025335,14947.155299810458,14647.079232576863,8760.5246116185,30656.985128562188,0.0,38204.320807230484,50799.29206757947,0.0,40199.05017928815,2648.9855791060886,7694.672396451019,0.0,2270.5590678052185,1461.5297380064223,818.4566532835964,10433.166866530823,70327.72154222803,1710.5744053627168,0.0,41545.65764541548,21468.361551688187,0.0,188266.281600199,6265.186420680375,142780.2347009354,12700.564013165069,23736.715854821254,74700.18281473266,42825.7597903932,71291.56615257167,2962.4301636556115,28740.672883890114,992372.0814294922,46143.2512589408,12181.98518224519,53332.423441801846,10288.411372276048,8981.413999995722,8709.287841063628
